entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
5037.0,phosphatidylethanolamine binding protein 1,protein-coding gene,gene with protein product,12q24,,,8630,12,q,24,,,,
5175.0,platelet and endothelial cell adhesion molecule 1,protein-coding gene,gene with protein product,17q23.3,CD molecules|Immunoglobulin-like domain containing,471|594,8823,17,q,23,3,,,
553115.0,penta-EF-hand domain containing 1,protein-coding gene,gene with protein product,1p34,EF-hand domain containing,863,30009,1,p,34,,,,
5178.0,paternally expressed 3,protein-coding gene,gene with protein product,19q13.4,Zinc fingers C2H2-type,28,8826,19,q,13,4,,,
57161.0,pellino E3 ubiquitin protein ligase family member 2,protein-coding gene,gene with protein product,14q21,Pellino E3 ubiquitin protein ligases,676,8828,14,q,21,,,,
53918.0,pelota homolog (Drosophila),protein-coding gene,gene with protein product,5q11.2,,,8829,5,q,11,2,,,
5179.0,proenkephalin,protein-coding gene,gene with protein product,8q12.1,Endogenous ligands,542,8831,8,q,12,1,,,
8863.0,period circadian clock 3,protein-coding gene,gene with protein product,1p36.23,,,8847,1,p,36,23,,,
23481.0,pescadillo ribosomal biogenesis factor 1,protein-coding gene,gene with protein product,22q12.1,,,8848,22,q,12,1,,,
5830.0,peroxisomal biogenesis factor 5,protein-coding gene,gene with protein product,12p13.31,Tetratricopeptide repeat domain containing|Peroxins,769|957,9719,12,p,13,31,,,
5190.0,peroxisomal biogenesis factor 6,protein-coding gene,gene with protein product,6p22-p11,AAA ATPases|Peroxins,413|957,8859,6,p,22,,p,,
5192.0,peroxisomal biogenesis factor 10,protein-coding gene,gene with protein product,1p36.32,Ring finger proteins|Peroxins,58|957,8851,1,p,36,32,,,
5193.0,peroxisomal biogenesis factor 12,protein-coding gene,gene with protein product,17q21.1,Peroxins,957,8854,17,q,21,1,,,
5195.0,peroxisomal biogenesis factor 14,protein-coding gene,gene with protein product,1p36.22,Peroxins,957,8856,1,p,36,22,,,
9409.0,peroxisomal biogenesis factor 16,protein-coding gene,gene with protein product,11p11.2,Peroxins,957,8857,11,p,11,2,,,
5198.0,phosphoribosylformylglycinamidine synthase,protein-coding gene,gene with protein product,17p13.1,,,8863,17,p,13,1,,,
5202.0,prefoldin subunit 2,protein-coding gene,gene with protein product,1q23.3,Prefoldin subunits,956,8867,1,q,23,3,,,
5204.0,prefoldin subunit 5,protein-coding gene,gene with protein product,12q13.13,Prefoldin subunits,956,8869,12,q,13,13,,,
10471.0,prefoldin subunit 6,protein-coding gene,gene with protein product,6p21.3,Prefoldin subunits,956,4926,6,p,21,3,,,
5207.0,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",protein-coding gene,gene with protein product,Xp11.21,"6-phosphofructo-2-kinases/fructose-2,6-biphosphatases",1077,8872,11,,11,21,,,
5210.0,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",protein-coding gene,gene with protein product,3p22-p21,"6-phosphofructo-2-kinases/fructose-2,6-biphosphatases",1077,8875,3,p,22,,p,,
5211.0,"phosphofructokinase, liver type",protein-coding gene,gene with protein product,21q22.3,,,8876,21,q,22,3,,,
5213.0,"phosphofructokinase, muscle",protein-coding gene,gene with protein product,12q13.11,Protein phosphatase 1 regulatory subunits,694,8877,12,q,13,11,,,
5214.0,"phosphofructokinase, platelet",protein-coding gene,gene with protein product,10p15.3-p15.2,,,8878,10,p,15,3,p,15,2
5217.0,profilin 2,protein-coding gene,gene with protein product,3q25.1,,,8882,3,q,25,1,,,
5222.0,"pepsinogen 5, group I (pepsinogen A)",protein-coding gene,gene with protein product,11q13,,,8887,11,q,13,,,,
5223.0,phosphoglycerate mutase 1,protein-coding gene,gene with protein product,10q25.3,Bisphosphoglycerate phosphatases,1082,8888,10,q,25,3,,,
5225.0,progastricsin (pepsinogen C),protein-coding gene,gene with protein product,6p21.1,,,8890,6,p,21,1,,,
5228.0,placental growth factor,protein-coding gene,gene with protein product,14q24.3,,,8893,14,q,24,3,,,
5229.0,protein geranylgeranyltransferase type I subunit beta,protein-coding gene,gene with protein product,5q23.1,,,8895,5,q,23,1,,,
55276.0,phosphoglucomutase 2,protein-coding gene,gene with protein product,4p14,,,8906,4,p,14,,,,
101929127.0,PGM5P3 antisense RNA 1,non-coding RNA,"RNA, long non-coding",9p24.3,,,51194,9,p,24,3,,,
5245.0,prohibitin,protein-coding gene,gene with protein product,17q21,,,8912,17,q,21,,,,
5246.0,prohibitin pseudogene 1,pseudogene,pseudogene,6q25,,,8913,6,q,25,,,,
100418837.0,prohibitin pseudogene 2,pseudogene,pseudogene,11p11.2,,,8914,11,p,11,2,,,
391044.0,prohibitin pseudogene 3,pseudogene,pseudogene,1p32.1,,,8915,1,p,32,1,,,
100418774.0,prohibitin pseudogene 4,pseudogene,pseudogene,2q24.1,,,8916,2,q,24,1,,,
390730.0,prohibitin pseudogene 21,pseudogene,pseudogene,16q12.2,,,51554,16,q,12,2,,,
1911.0,polyhomeotic homolog 1,protein-coding gene,gene with protein product,12p13,Sterile alpha motif (SAM) domain containing,760,3182,12,p,13,,,,
5257.0,"phosphorylase kinase, beta",protein-coding gene,gene with protein product,16q12-q13,,,8927,16,q,12,,q,,
5258.0,"phosphorylase kinase, beta pseudogene 1",pseudogene,pseudogene,20p12.3-p12.2,,,8928,20,p,12,3,p,12,2
5259.0,"phosphorylase kinase, beta pseudogene 2",pseudogene,pseudogene,14q13.3,,,8929,14,q,13,3,,,
5260.0,phosphorylase kinase gamma subunit 1,protein-coding gene,gene with protein product,7p11.2,,,8930,7,p,11,2,,,
8554.0,protein inhibitor of activated STAT 1,protein-coding gene,gene with protein product,15q23,Zinc fingers MIZ-type,85,2752,15,q,23,,,,
9463.0,protein interacting with PRKCA 1,protein-coding gene,gene with protein product,22q13.1,PDZ domain containing,1220,9394,22,q,13,1,,,
63895.0,piezo type mechanosensitive ion channel component 2,protein-coding gene,gene with protein product,18p11.21,,,26270,18,p,11,21,,,
84720.0,phosphatidylinositol glycan anchor biosynthesis class O,protein-coding gene,gene with protein product,9p13.2,Phosphatidylinositol glycan anchor biosynthesis,680,23215,9,p,13,2,,,
55650.0,phosphatidylinositol glycan anchor biosynthesis class V,protein-coding gene,gene with protein product,1p36.11,Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis,430|680,26031,1,p,36,11,,,
284098.0,phosphatidylinositol glycan anchor biosynthesis class W,protein-coding gene,gene with protein product,17q21.1,Phosphatidylinositol glycan anchor biosynthesis,680,23213,17,q,21,1,,,
5288.0,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,protein-coding gene,gene with protein product,12p12,Phosphatidylinositol 3-kinase subunits,831,8973,12,p,12,,,,
5290.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",protein-coding gene,gene with protein product,3q26.3,Phosphatidylinositol 3-kinase subunits,831,8975,3,q,26,3,,,
5291.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",protein-coding gene,gene with protein product,3q22.3,Phosphatidylinositol 3-kinase subunits,831,8976,3,q,22,3,,,
5292.0,"Pim-1 proto-oncogene, serine/threonine kinase",protein-coding gene,gene with protein product,6p21,,,8986,6,p,21,,,,
5301.0,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1",pseudogene,pseudogene,1p31,,,8989,1,p,31,,,,
5305.0,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,protein-coding gene,gene with protein product,10p12.2,,,8997,10,p,12,2,,,
23760.0,phosphatidylinositol transfer protein beta,protein-coding gene,gene with protein product,22q12.1,Phosphatidylinositol transfer proteins,1151,9002,22,q,12,1,,,
101927003.0,PKIA antisense RNA 1,non-coding RNA,"RNA, long non-coding",8q21.13,,,51659,8,q,21,13,,,
11142.0,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",protein-coding gene,gene with protein product,20q13.12-q13.13,,,9019,20,q,13,12,q,13,13
5315.0,"pyruvate kinase, muscle",protein-coding gene,gene with protein product,15q23,,,9021,15,q,23,,,,
11187.0,plakophilin 3,protein-coding gene,gene with protein product,11p15,Armadillo repeat containing,409,9025,11,p,15,,,,
5320.0,phospholipase A2 group IIA,protein-coding gene,gene with protein product,1p35,Phospholipases,467,9031,1,p,35,,,,
8605.0,phospholipase A2 group IVC,protein-coding gene,gene with protein product,19q13.3,Phospholipases,467,9037,19,q,13,3,,,
5324.0,PLAG1 zinc finger,protein-coding gene,gene with protein product,8q12,Zinc fingers C2H2-type,28,9045,8,q,12,,,,
5325.0,PLAG1 like zinc finger 1,protein-coding gene,gene with protein product,6q24-q25,Zinc fingers C2H2-type,28,9046,6,q,24,,q,,
5328.0,"plasminogen activator, urokinase",protein-coding gene,gene with protein product,10q24,,,9052,10,q,24,,,,
196463.0,phospholipase B domain containing 2,protein-coding gene,gene with protein product,12q24.13,,,27283,12,q,24,13,,,
5330.0,phospholipase C beta 2,protein-coding gene,gene with protein product,15q15.1,Phospholipases|C2 domain containing phospholipases,467|832,9055,15,q,15,1,,,
5331.0,phospholipase C beta 3,protein-coding gene,gene with protein product,11q13,Phospholipases|C2 domain containing phospholipases,467|832,9056,11,q,13,,,,
5341.0,pleckstrin,protein-coding gene,gene with protein product,2p13.3,Pleckstrin homology domain containing,682,9070,2,p,13,3,,,
79949.0,pleckstrin homology domain containing S1,protein-coding gene,gene with protein product,10q26.11,Pleckstrin homology domain containing,682,26285,10,q,26,11,,,
5342.0,plasminogen-like B2,protein-coding gene,gene with protein product,2p11.2,,,9073,2,p,11,2,,,
5346.0,perilipin 1,protein-coding gene,gene with protein product,15q26,Perilipins,678,9076,15,q,26,,,,
5350.0,phospholamban,protein-coding gene,gene with protein product,6q22.1,,,9080,6,q,22,1,,,
8611.0,phospholipid phosphatase 1,protein-coding gene,gene with protein product,5q11,Phospholipid phosphatases,1067,9228,5,q,11,,,,
8612.0,phospholipid phosphatase 2,protein-coding gene,gene with protein product,19p13.3,Phospholipid phosphatases,1067,9230,19,p,13,3,,,
196051.0,phospholipid phosphatase 4,protein-coding gene,gene with protein product,10q26.13,Phospholipid phosphatases,1067,23531,10,q,26,13,,,
5358.0,plastin 3,protein-coding gene,gene with protein product,Xq23,EF-hand domain containing,863,9091,23,,23,,,,
5361.0,plexin A1,protein-coding gene,gene with protein product,3q21.2,Plexins,683,9099,3,q,21,2,,,
5364.0,plexin B1,protein-coding gene,gene with protein product,3p21.31,Plexins,683,9103,3,p,21,31,,,
23654.0,plexin B2,protein-coding gene,gene with protein product,22q13.33,Plexins,683,9104,22,q,13,33,,,
5366.0,phorbol-12-myristate-13-acetate-induced protein 1,protein-coding gene,gene with protein product,18q21.32,,,9108,18,q,21,32,,,
11243.0,polyamine-modulated factor 1,protein-coding gene,gene with protein product,1q22,,,9112,1,q,22,,,,
5371.0,promyelocytic leukemia,protein-coding gene,gene with protein product,15q24.1,Ring finger proteins|Tripartite motif-containing,58|59,9113,15,q,24,1,,,
5376.0,peripheral myelin protein 22,protein-coding gene,gene with protein product,17p12,,,9118,17,p,12,,,,
441194.0,PMS2 C-terminal like pseudogene,pseudogene,pseudogene,7p22.1,,,30061,7,p,22,1,,,
5380.0,"PMS1 homolog 2, mismatch repair system component pseudogene 2",pseudogene,pseudogene,7q11.23,,,9127,7,q,11,23,,,
5387.0,"PMS1 homolog 2, mismatch repair system component pseudogene 3",pseudogene,pseudogene,7q11.23,,,9128,7,q,11,23,,,
5382.0,"PMS1 homolog 2, mismatch repair system component pseudogene 4",pseudogene,pseudogene,7q11.22,,,9129,7,q,11,22,,,
100132832.0,"PMS1 homolog 2, mismatch repair system component pseudogene 9",pseudogene,pseudogene,7q11,,,9135,7,q,11,,,,
11284.0,polynucleotide kinase 3'-phosphatase,protein-coding gene,gene with protein product,19q13.33,HAD Asp-based non-protein phosphatases,1045,9154,19,q,13,33,,,
5407.0,pancreatic lipase related protein 1,protein-coding gene,gene with protein product,10q26.12,,,9156,10,q,26,12,,,
119548.0,pancreatic lipase related protein 3,protein-coding gene,gene with protein product,10q26.12,Lipases,464,23492,10,q,26,12,,,
9240.0,paraneoplastic Ma antigen 1,protein-coding gene,gene with protein product,14q24.3,Paraneoplastic Ma antigens,671,9158,14,q,24,3,,,
10687.0,paraneoplastic Ma antigen 2,protein-coding gene,gene with protein product,8p21.1,Paraneoplastic Ma antigens,671,9159,8,p,21,1,,,
5411.0,"pinin, desmosome associated protein",protein-coding gene,gene with protein product,14q21.1,,,9162,14,q,21,1,,,
5368.0,prepronociceptin,protein-coding gene,gene with protein product,8p21,Endogenous ligands,542,9163,8,p,21,,,,
87178.0,polyribonucleotide nucleotidyltransferase 1,protein-coding gene,gene with protein product,2p15,,,23166,2,p,15,,,,
79883.0,podocan-like 1,protein-coding gene,gene with protein product,19p13.12,,,26275,19,p,13,12,,,
56983.0,protein O-glucosyltransferase 1,protein-coding gene,gene with protein product,3q13.33,Glycosyltransferase family 90,443,22954,3,q,13,33,,,
5422.0,"polymerase (DNA) alpha 1, catalytic subunit",protein-coding gene,gene with protein product,Xp22.1-p21.3,"Polymerases, DNA-directed",535,9173,22,,22,1,p,21,3
5426.0,"polymerase (DNA) epsilon, catalytic subunit",protein-coding gene,gene with protein product,12q24.3,"Polymerases, DNA-directed",535,9177,12,q,24,3,,,
5428.0,"polymerase (DNA) gamma, catalytic subunit",protein-coding gene,gene with protein product,15q24,"Polymerases, DNA-directed",535,9179,15,q,24,,,,
11232.0,"polymerase (DNA) gamma 2, accessory subunit",protein-coding gene,gene with protein product,17q23.3,"Polymerases, DNA-directed",535,9180,17,q,23,3,,,
5429.0,polymerase (DNA) eta,protein-coding gene,gene with protein product,6p21,Xeroderma pigmentosum complementation groups,1125,9181,6,p,21,,,,
51426.0,polymerase (DNA) kappa,protein-coding gene,gene with protein product,5q13,"Polymerases, DNA-directed",535,9183,5,q,13,,,,
27434.0,polymerase (DNA) mu,protein-coding gene,gene with protein product,7p13,"Polymerases, DNA-directed",535,9185,7,p,13,,,,
5430.0,polymerase (RNA) II subunit A,protein-coding gene,gene with protein product,17p13.1,RNA polymerase subunits,726,9187,17,p,13,1,,,
5432.0,polymerase (RNA) II subunit C,protein-coding gene,gene with protein product,16q13-q21,RNA polymerase subunits,726,9189,16,q,13,,q,,
5436.0,polymerase (RNA) II subunit G,protein-coding gene,gene with protein product,11q13.1,RNA polymerase subunits,726,9194,11,q,13,1,,,
5439.0,polymerase (RNA) II subunit J,protein-coding gene,gene with protein product,7q11.2,RNA polymerase subunits,726,9197,7,q,11,2,,,
661.0,polymerase (RNA) III subunit D,protein-coding gene,gene with protein product,8q21,RNA polymerase subunits,726,1080,8,q,21,,,,
100422395.0,polymerase (RNA) III subunit G pseudogene 1,pseudogene,pseudogene,14q32.12,,,23345,14,q,32,12,,,
5442.0,polymerase (RNA) mitochondrial,protein-coding gene,gene with protein product,19p13.3,,,9200,19,p,13,3,,,
5443.0,proopiomelanocortin,protein-coding gene,gene with protein product,2p23,Endogenous ligands,542,9201,2,p,23,,,,
84892.0,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",protein-coding gene,gene with protein product,3p22.1,O-linked N-acetylglucosaminyltransferases,446,25902,3,p,22,1,,,
22932.0,POM121 and ZP3 fusion,protein-coding gene,gene with protein product,7q11.2,,,9203,7,q,11,2,,,
5445.0,paraoxonase 2,protein-coding gene,gene with protein product,7q21.3,Paraoxonases,463,9205,7,q,21,3,,,
23784.0,POTE ankyrin domain family member H,protein-coding gene,gene with protein product,22q11.1,Ankyrin repeat domain containing|POTE ankyrin domain containing,403|685,133,22,q,11,1,,,
5449.0,POU class 1 homeobox 1,protein-coding gene,gene with protein product,3p11.2,POU class homeoboxes and pseudogenes,523,9210,3,p,11,2,,,
5450.0,POU class 2 associating factor 1,protein-coding gene,gene with protein product,11q23.1,,,9211,11,q,23,1,,,
5451.0,POU class 2 homeobox 1,protein-coding gene,gene with protein product,1q24.2,POU class homeoboxes and pseudogenes,523,9212,1,q,24,2,,,
5452.0,POU class 2 homeobox 2,protein-coding gene,gene with protein product,19q13.2,POU class homeoboxes and pseudogenes,523,9213,19,q,13,2,,,
5454.0,POU class 3 homeobox 2,protein-coding gene,gene with protein product,6q16.2,POU class homeoboxes and pseudogenes,523,9215,6,q,16,2,,,
5456.0,POU class 3 homeobox 4,protein-coding gene,gene with protein product,Xq21.1,POU class homeoboxes and pseudogenes,523,9217,21,,21,1,,,
5458.0,POU class 4 homeobox 2,protein-coding gene,gene with protein product,4q31.22,POU class homeoboxes and pseudogenes,523,9219,4,q,31,22,,,
5462.0,POU class 5 homeobox 1B,protein-coding gene,gene with protein product,8q24.21,POU class homeoboxes and pseudogenes,523,9223,8,q,24,21,,,
56342.0,peter pan homolog (Drosophila),protein-coding gene,gene with protein product,19p13.2,,,9227,19,p,13,2,,,
5465.0,peroxisome proliferator activated receptor alpha,protein-coding gene,gene with protein product,22q12-q13.1,Nuclear hormone receptors,71,9232,22,q,12,1,q,13,1
5467.0,peroxisome proliferator activated receptor delta,protein-coding gene,gene with protein product,6p21.2,Nuclear hormone receptors,71,9235,6,p,21,2,,,
8499.0,PTPRF interacting protein alpha 2,protein-coding gene,gene with protein product,12q21.31,Sterile alpha motif (SAM) domain containing,760,9246,12,q,21,31,,,
8497.0,PTPRF interacting protein alpha 4,protein-coding gene,gene with protein product,1q32.1,Sterile alpha motif (SAM) domain containing,760,9248,1,q,32,1,,,
100288185.0,peptidylprolyl isomerase A pseudogene 1,pseudogene,pseudogene,21q21.1,,,9254,21,q,21,1,,,
