,Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
6223,54856,HGNC:25973,gon-4 like,protein-coding gene,gene with protein product,1q22,Myb/SANT domain containing,532,1,q,22,,,,
6224,55148,HGNC:20344,ubiquitin protein ligase E3 component n-recognin 7 (putative),protein-coding gene,gene with protein product,14q32.12,Ubiquitin protein ligase E3 component n-recognins,785,14,q,32,12,,,
6225,55180,HGNC:30922,lines homolog 1,protein-coding gene,gene with protein product,15q26.3,,,15,q,26,3,,,
6226,55250,HGNC:18248,elongator acetyltransferase complex subunit 2,protein-coding gene,gene with protein product,18q12.1,WD repeat domain containing|Elongator acetyltransferase complex ,362|539,18,q,12,1,,,
6227,55596,HGNC:25265,zinc finger CCHC-type containing 8,protein-coding gene,gene with protein product,12q24.31,Zinc fingers CCHC-type,74,12,q,24,31,,,
6228,55621,HGNC:25980,tRNA methyltransferase 1,protein-coding gene,gene with protein product,19p13.2,,,19,p,13,2,,,
6229,55684,HGNC:24703,"RAB, member RAS oncogene family-like 6",protein-coding gene,gene with protein product,9q34.3,RAB-like GTPases,394,9,q,34,3,,,
6230,55703,HGNC:30348,polymerase (RNA) III subunit B,protein-coding gene,gene with protein product,12q23.3,RNA polymerase subunits,726,12,q,23,3,,,
6231,56270,HGNC:25072,WD repeat domain 45B,protein-coding gene,gene with protein product,17q25.3,WD repeat domain containing,362,17,q,25,3,,,
6232,56623,HGNC:21474,inositol polyphosphate-5-phosphatase E,protein-coding gene,gene with protein product,9q34.3,Phosphoinositide phosphatases,1079,9,q,34,3,,,
6233,57231,HGNC:14977,sorting nexin 14,protein-coding gene,gene with protein product,6q15,Sorting nexins,754,6,q,15,,,,
6234,5900,HGNC:9842,ral guanine nucleotide dissociation stimulator,protein-coding gene,gene with protein product,9q34.3,,,9,q,34,3,,,
6235,5927,HGNC:9886,lysine demethylase 5A,protein-coding gene,gene with protein product,12p13.33,PHD finger proteins|AT-rich interaction domain containing|Lysine (K)-specific demethylases|EMSY complex,88|418|485|1243,12,p,13,33,,,
6236,65084,HGNC:26167,transmembrane protein 135,protein-coding gene,gene with protein product,11q14.2,,,11,q,14,2,,,
6237,6873,HGNC:11536,TATA-box binding protein associated factor 2,protein-coding gene,gene with protein product,8q24,,,8,q,24,,,,
6238,7443,HGNC:12718,vaccinia related kinase 1,protein-coding gene,gene with protein product,14q32.2,,,14,q,32,2,,,
6239,767,HGNC:1382,carbonic anhydrase 8,protein-coding gene,gene with protein product,8q12.1,Carbonic anhydrases,460,8,q,12,1,,,
6240,7915,HGNC:408,aldehyde dehydrogenase 5 family member A1,protein-coding gene,gene with protein product,6p22,Aldehyde dehydrogenases,398,6,p,22,,,,
6241,80185,HGNC:26262,TELO2 interacting protein 2,protein-coding gene,gene with protein product,8p12,,,8,p,12,,,,
6242,8050,HGNC:21350,pyruvate dehydrogenase complex component X,protein-coding gene,gene with protein product,11p13,,,11,p,13,,,,
6243,8366,HGNC:4789,"histone cluster 1, H4b",protein-coding gene,gene with protein product,6p22.2,Histones,864,6,p,22,2,,,
6244,84274,HGNC:28722,"coenzyme Q5, methyltransferase",protein-coding gene,gene with protein product,12q24.31,,,12,q,24,31,,,
6245,84320,HGNC:23339,acyl-CoA binding domain containing 6,protein-coding gene,gene with protein product,1q25.3,Ankyrin repeat domain containing,403,1,q,25,3,,,
6246,9179,HGNC:574,adaptor related protein complex 4 mu 1 subunit,protein-coding gene,gene with protein product,7q22.1,,,7,q,22,1,,,
6247,953,HGNC:3363,ectonucleoside triphosphate diphosphohydrolase 1,protein-coding gene,gene with protein product,10q24.1,CD molecules,471,10,q,24,1,,,
6248,9901,HGNC:19744,SLIT-ROBO Rho GTPase activating protein 3,protein-coding gene,gene with protein product,3p25.3,Rho GTPase activating proteins,721,3,p,25,3,,,
6249,9923,HGNC:29045,zinc finger and BTB domain containing 40,protein-coding gene,gene with protein product,1p36,Zinc fingers C2H2-type|BTB domain containing,28|861,1,p,36,,,,
6250,100507679,HGNC:39755,mucin 22,protein-coding gene,gene with protein product,6p21.33,Mucins,648,6,p,21,33,,,
6251,114836,HGNC:21392,SLAM family member 6,protein-coding gene,gene with protein product,1q23.1,CD molecules|V-set domain containing|Immunoglobulin-like domain containing,471|590|594,1,q,23,1,,,
6252,114904,HGNC:14343,C1q and tumor necrosis factor related protein 6,protein-coding gene,gene with protein product,22q13.1,,,22,q,13,1,,,
6253,115352,HGNC:18506,Fc receptor like 3,protein-coding gene,gene with protein product,1q21-q22,CD molecules|Immunoglobulin-like domain containing,471|594,1,q,21,,q,,
6254,3137,HGNC:4967,"major histocompatibility complex, class I, J (pseudogene)",pseudogene,pseudogene,6p21.3,Histocompatibility complex,588,6,p,21,3,,,
6255,3710,HGNC:6182,"inositol 1,4,5-trisphosphate receptor type 3",protein-coding gene,gene with protein product,6p21.31,"Inositol 1,4,5-triphosphate receptors|Protein phosphatase 1 regulatory subunits",297|694,6,p,21,31,,,
6256,646702,HGNC:4939,"major histocompatibility complex, class II, DP alpha 2 (pseudogene)",pseudogene,pseudogene,6p21.3,Histocompatibility complex,588,6,p,21,3,,,
6257,7038,HGNC:11764,thyroglobulin,protein-coding gene,gene with protein product,8q24,,,8,q,24,,,,
6258,80862,HGNC:13924,"zinc ribbon domain containing 1 antisense, pseudogene",pseudogene,pseudogene,6p21.33,,,6,p,21,33,,,
6259,5023,HGNC:8533,purinergic receptor P2X 1,protein-coding gene,gene with protein product,17p13.3,Purinergic receptors P2X,214,17,p,13,3,,,
6260,85366,HGNC:16243,myosin light chain kinase 2,protein-coding gene,gene with protein product,20q13.31,,,20,q,13,31,,,
6261,3741,HGNC:6224,potassium voltage-gated channel subfamily A member 5,protein-coding gene,gene with protein product,12p13,Potassium voltage-gated channels,274,12,p,13,,,,
6262,7478,HGNC:12788,Wnt family member 8A,protein-coding gene,gene with protein product,5q31,Wnt family,360,5,q,31,,,,
6263,9973,HGNC:1613,copper chaperone for superoxide dismutase,protein-coding gene,gene with protein product,11q13.2,,,11,q,13,2,,,
6264,100528032,HGNC:48357,KLRC4-KLRK1 readthrough,other,readthrough,12p13.2,,,12,p,13,2,,,
6265,29842,HGNC:17925,transcription factor CP2-like 1,protein-coding gene,gene with protein product,2q14,,,2,q,14,,,,
6266,337867,HGNC:20486,UBA domain containing 2,protein-coding gene,gene with protein product,13q32.3,Rhomboid family,926,13,q,32,3,,,
6267,100128081,HGNC:41218,JAZF1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",7p15.1,,,7,p,15,1,,,
6268,139716,HGNC:17515,GRB2 associated binding protein 3,protein-coding gene,gene with protein product,Xq28,Pleckstrin homology domain containing,682,28,,28,,,,
6269,146754,HGNC:2948,dynein axonemal heavy chain 2,protein-coding gene,gene with protein product,17p13.1,"Dyneins, axonemal",536,17,p,13,1,,,
6270,22979,HGNC:29155,EFR3 homolog B,protein-coding gene,gene with protein product,2p24.1,,,2,p,24,1,,,
6271,29121,HGNC:14351,C-type lectin domain family 2 member D,protein-coding gene,gene with protein product,12p13.31,C-type lectin domain family,494,12,p,13,31,,,
6272,4008,HGNC:6646,LIM domain 7,protein-coding gene,gene with protein product,13q22.2,LIM domain containing|PDZ domain containing,1218|1220,13,q,22,2,,,
6273,51214,HGNC:14062,IGF2 antisense RNA,non-coding RNA,"RNA, long non-coding",11p15.5,Long non-coding RNAs,788,11,p,15,5,,,
6274,55384,HGNC:14575,maternally expressed 3 (non-protein coding),non-coding RNA,"RNA, long non-coding",14q32.2,Long non-coding RNAs,788,14,q,32,2,,,
6275,55423,HGNC:15757,signal regulatory protein gamma,protein-coding gene,gene with protein product,20p13,CD molecules|V-set domain containing|C1-set domain containing|Signal-regulatory proteins,471|590|591|747,20,p,13,,,,
6276,80018,HGNC:25783,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",protein-coding gene,gene with protein product,12q24.13,N(alpha)-acetyltransferase subunits,660,12,q,24,13,,,
6277,148,HGNC:277,adrenoceptor alpha 1A,protein-coding gene,gene with protein product,8p21.2,Adrenoceptors,169,8,p,21,2,,,
6278,5313,HGNC:9020,"pyruvate kinase, liver and RBC",protein-coding gene,gene with protein product,1q22,,,1,q,22,,,,
6279,53637,HGNC:14299,sphingosine-1-phosphate receptor 5,protein-coding gene,gene with protein product,19p13.2,Sphingosine 1-phosphate receptors,206,19,p,13,2,,,
6280,7533,HGNC:12853,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,protein-coding gene,gene with protein product,22q12.1-q13.1,14-3-3 phospho-serine/phospho-threonine binding proteins,1053,22,q,12,1,q,13,1
6281,8698,HGNC:3170,sphingosine-1-phosphate receptor 4,protein-coding gene,gene with protein product,19p13.3,Sphingosine 1-phosphate receptors,206,19,p,13,3,,,
6282,55532,HGNC:25355,solute carrier family 30 member 10,protein-coding gene,gene with protein product,1q41,Solute carriers,752,1,q,41,,,,
6283,29952,HGNC:14892,dipeptidyl peptidase 7,protein-coding gene,gene with protein product,9q34.3,DASH family,1205,9,q,34,3,,,
6284,100532746,HGNC:48343,PPT2-EGFL8 readthrough (NMD candidate),other,readthrough,6p21.32,,,6,p,21,32,,,
6285,102465500,HGNC:50245,microRNA 6833,non-coding RNA,"RNA, micro",6,MicroRNAs,476,6,,,,,,
6286,102466745,HGNC:50140,microRNA 6832,non-coding RNA,"RNA, micro",6,MicroRNAs,476,6,,,,,,
6287,10554,HGNC:324,1-acylglycerol-3-phosphate O-acyltransferase 1,protein-coding gene,gene with protein product,6p21.3,1-acylglycerol-3-phosphate O-acyltransferases,46,6,p,21,3,,,
6288,135656,HGNC:21666,diffuse panbronchiolitis critical region 1,protein-coding gene,gene with protein product,6p21.32,,,6,p,21,32,,,
6289,1797,HGNC:2992,decapping exoribonuclease,protein-coding gene,gene with protein product,6p21.3,,,6,p,21,3,,,
6290,29113,HGNC:13927,chromosome 6 open reading frame 15,protein-coding gene,gene with protein product,6p21,,,6,p,21,,,,
6291,6048,HGNC:10068,ring finger protein 5,protein-coding gene,gene with protein product,6p21.31,Ring finger proteins,58,6,p,21,31,,,
6292,80864,HGNC:13944,EGF like domain multiple 8,protein-coding gene,gene with protein product,6p21,,,6,p,21,,,,
6293,8859,HGNC:11398,serine/threonine kinase 19,protein-coding gene,gene with protein product,6p21.33,,,6,p,21,33,,,
6294,1828,HGNC:3048,desmoglein 1,protein-coding gene,gene with protein product,18q12.1,Desmosomal cadherins,1188,18,q,12,1,,,
6295,3126,HGNC:4952,"major histocompatibility complex, class II, DR beta 4",protein-coding gene,gene with protein product,6p21.3 alternate reference locus,Histocompatibility complex|C1-set domain containing,588|591,6,p,21,3,,,
6296,3127,HGNC:4953,"major histocompatibility complex, class II, DR beta 5",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591,6,p,21,3,,,
6297,50856,HGNC:13257,C-type lectin domain family 4 member A,protein-coding gene,gene with protein product,12p13,CD molecules|C-type lectin domain family,471|494,12,p,13,,,,
6298,10579,HGNC:11523,transforming acidic coiled-coil containing protein 2,protein-coding gene,gene with protein product,10q26,,,10,q,26,,,,
6299,1665,HGNC:2738,DEAH-box helicase 15,protein-coding gene,gene with protein product,4p15.3,DEAH-box helicases,500,4,p,15,3,,,
6300,399959,HGNC:39522,mir-100-let-7a-2 cluster host gene,non-coding RNA,"RNA, long non-coding",11q24.1,Long non-coding RNAs,788,11,q,24,1,,,
6301,4285,HGNC:7104,mitochondrial intermediate peptidase,protein-coding gene,gene with protein product,13q12,,,13,q,12,,,,
6302,443,HGNC:756,aspartoacylase,protein-coding gene,gene with protein product,17p13.3,,,17,p,13,3,,,
6303,4990,HGNC:10892,SIX homeobox 6,protein-coding gene,gene with protein product,14q23.1,SINE class homeoboxes,525,14,q,23,1,,,
6304,5959,HGNC:9940,retinol dehydrogenase 5,protein-coding gene,gene with protein product,12q13.2,Short chain dehydrogenase/reductase superfamily,743,12,q,13,2,,,
6305,646960,HGNC:39433,"protease, serine 56",protein-coding gene,gene with protein product,2q37.1,"Proteases, serine",738,2,q,37,1,,,
6306,6641,HGNC:11168,syntrophin beta 1,protein-coding gene,gene with protein product,8q23-q24,Pleckstrin homology domain containing|PDZ domain containing,682|1220,8,q,23,,q,,
6307,84690,HGNC:30705,spermatogenesis associated 22,protein-coding gene,gene with protein product,17p13.3,,,17,p,13,3,,,
6308,4038,HGNC:6696,LDL receptor related protein 4,protein-coding gene,gene with protein product,11p11.2,Low density lipoprotein receptors,634,11,p,11,2,,,
6309,91252,HGNC:20859,solute carrier family 39 member 13,protein-coding gene,gene with protein product,11p11.2,Solute carriers,752,11,p,11,2,,,
6310,144568,HGNC:23336,alpha-2-macroglobulin like 1,protein-coding gene,gene with protein product,12p13,"C3 and PZP like, alpha-2-macroglobulin domain containing",1234,12,p,13,,,,
6311,23522,HGNC:17582,lysine acetyltransferase 6B,protein-coding gene,gene with protein product,10q22.2,Zinc fingers C2HC-type|PHD finger proteins|Lysine acetyltransferases,66|88|486,10,q,22,2,,,
6312,6016,HGNC:10023,Ras-like without CAAX 1,protein-coding gene,gene with protein product,1q21.2,RAS type GTPase family,389,1,q,21,2,,,
6313,6654,HGNC:11187,SOS Ras/Rac guanine nucleotide exchange factor 1,protein-coding gene,gene with protein product,2p21,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors,682|722,2,p,21,,,,
6314,6655,HGNC:11188,SOS Ras/Rho guanine nucleotide exchange factor 2,protein-coding gene,gene with protein product,14q21,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors,682|722,14,q,21,,,,
6315,8036,HGNC:15454,SHOC2 leucine-rich repeat scaffold protein,protein-coding gene,gene with protein product,10q25,,,10,q,25,,,,
6316,6549,HGNC:11072,solute carrier family 9 member A2,protein-coding gene,gene with protein product,2q11.2,Solute carriers,752,2,q,11,2,,,
6317,10797,HGNC:7434,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",protein-coding gene,gene with protein product,2p13.1,,,2,p,13,1,,,
6318,200942,HGNC:28557,kelch domain containing 8B,protein-coding gene,gene with protein product,3p21.31,,,3,p,21,31,,,
6319,399717,HGNC:33786,GATA3 antisense RNA 1,non-coding RNA,"RNA, long non-coding",10p14,,,10,p,14,,,,
6320,943,HGNC:11923,tumor necrosis factor receptor superfamily member 8,protein-coding gene,gene with protein product,1p36,CD molecules|Tumor necrosis factor receptor superfamily,471|782,1,p,36,,,,
6321,120227,HGNC:20580,cytochrome P450 family 2 subfamily R member 1,protein-coding gene,gene with protein product,11p15.2,Cytochrome P450 family 2,1001,11,p,15,2,,,
6322,845,HGNC:1513,calsequestrin 2,protein-coding gene,gene with protein product,1p13.1,Protein disulfide isomerases,692,1,p,13,1,,,
6323,1861,HGNC:3098,torsin family 1 member A,protein-coding gene,gene with protein product,9q34.11,,,9,q,34,11,,,
6324,2774,HGNC:4388,G protein subunit alpha L,protein-coding gene,gene with protein product,18p11.22-p11.21,,,18,p,11,22,p,11,21
6325,55145,HGNC:20856,"THAP domain containing, apoptosis associated protein 1",protein-coding gene,gene with protein product,8p11.1,THAP domain containing,65,8,p,11,1,,,
6326,6342,HGNC:10606,sterol carrier protein 2,protein-coding gene,gene with protein product,1p32,,,1,p,32,,,,
6327,54556,HGNC:14587,inhibitor of growth family member 3,protein-coding gene,gene with protein product,7q31,PHD finger proteins,88,7,q,31,,,,
6328,6845,HGNC:11486,vesicle associated membrane protein 7,protein-coding gene,gene with protein product,Xq28 and Yq12,Vesicle associated membrane proteins|Pseudoautosomal region 2,12|716,28,,28,,,,
6329,5277,HGNC:8957,phosphatidylinositol glycan anchor biosynthesis class A,protein-coding gene,gene with protein product,Xp22.1,Glycosyl transferases group 1 domain containing|Phosphatidylinositol glycan anchor biosynthesis,427|680,22,,22,1,,,
6330,100527963,HGNC:42953,PMF1-BGLAP readthrough,other,readthrough,1q22,,,1,q,22,,,,
6331,11243,HGNC:9112,polyamine-modulated factor 1,protein-coding gene,gene with protein product,1q22,,,1,q,22,,,,
6332,3163,HGNC:5014,heme oxygenase 2,protein-coding gene,gene with protein product,16p13.3,,,16,p,13,3,,,
6333,9722,HGNC:16859,nitric oxide synthase 1 adaptor protein,protein-coding gene,gene with protein product,1q23.3,,,1,q,23,3,,,
6334,131,HGNC:256,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",protein-coding gene,gene with protein product,4q23-q24,Alcohol dehydrogenases,397,4,q,23,,q,,
6335,100313838,HGNC:37306,microRNA 764,non-coding RNA,"RNA, micro",X,MicroRNAs,476,,,,,,,
6336,203286,HGNC:26724,ankyrin repeat and sterile alpha motif domain containing 6,protein-coding gene,gene with protein product,9q31.1,Ankyrin repeat domain containing|Sterile alpha motif (SAM) domain containing,403|760,9,q,31,1,,,
6337,406997,HGNC:31592,microRNA 215,non-coding RNA,"RNA, micro",1q41,MicroRNAs,476,1,q,41,,,,
6338,407032,HGNC:31627,microRNA 30c-2,non-coding RNA,"RNA, micro",6q13,MicroRNAs,476,6,q,13,,,,
6339,442895,HGNC:31764,microRNA 302c,non-coding RNA,"RNA, micro",4q25,MicroRNAs,476,4,q,25,,,,
6340,1002,HGNC:1763,cadherin 4,protein-coding gene,gene with protein product,20q13.3,Type I classical cadherins,1185,20,q,13,3,,,
