Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id
55676,HGNC:19305,solute carrier family 30 member 6,protein-coding gene,gene with protein product,2p22.3,Solute carriers,752
56776,HGNC:14074,formin 2,protein-coding gene,gene with protein product,1q43,,
57091,HGNC:15878,Cas scaffolding protein family member 4,protein-coding gene,gene with protein product,20q13.31,Cas scaffolding proteins,469
57569,HGNC:18357,Rho GTPase activating protein 20,protein-coding gene,gene with protein product,11q23.2,Rho GTPase activating proteins,721
57687,HGNC:29315,vesicle amine transport 1-like,protein-coding gene,gene with protein product,16q23.1,,
60412,HGNC:30389,exocyst complex component 4,protein-coding gene,gene with protein product,7q31,Exocyst complex,1055
642,HGNC:1059,bleomycin hydrolase,protein-coding gene,gene with protein product,17q11.2,,
64231,HGNC:13375,membrane spanning 4-domains A6A,protein-coding gene,gene with protein product,11q12.1,Membrane spanning 4-domains,958
644873,HGNC:49565,long intergenic non-protein coding RNA 1184,non-coding RNA,"RNA, long non-coding",5q23.3,,
7447,HGNC:12722,visinin like 1,protein-coding gene,gene with protein product,2p24.3,EF-hand domain containing,863
7782,HGNC:11015,solute carrier family 30 member 4,protein-coding gene,gene with protein product,15q21.1,Solute carriers,752
79660,HGNC:14942,protein phosphatase 1 regulatory subunit 3B,protein-coding gene,gene with protein product,8p23.1,Protein phosphatase 1 regulatory subunits,694
79789,HGNC:19972,"calmin (calponin-like, transmembrane)",protein-coding gene,gene with protein product,14q32.13,,
80320,HGNC:14530,Sp6 transcription factor,protein-coding gene,gene with protein product,17q21.32,Zinc fingers C2H2-type|Sp transcription factors,28|755
8301,HGNC:15514,phosphatidylinositol binding clathrin assembly protein,protein-coding gene,gene with protein product,11q14,,
84888,HGNC:30227,signal peptide peptidase like 2A,protein-coding gene,gene with protein product,15q21.2,,
8738,HGNC:2340,CASP2 and RIPK1 domain containing adaptor with death domain,protein-coding gene,gene with protein product,12q22,Caspase recruitment domain containing,959
8913,HGNC:1394,calcium voltage-gated channel subunit alpha1 G,protein-coding gene,gene with protein product,17q22,"Calcium channels, voltage-dependent",253
932,HGNC:7317,membrane spanning 4-domains A3,protein-coding gene,gene with protein product,11q12.1,Membrane spanning 4-domains,958
9325,HGNC:12310,thyroid hormone receptor interactor 4,protein-coding gene,gene with protein product,15q22.1,Zinc fingers,26
945,HGNC:1659,CD33 molecule,protein-coding gene,gene with protein product,19q13.3,CD molecules|V-set domain containing|Immunoglobulin-like domain containing|Sialic acid binding Ig like lectins,471|590|594|745
9498,HGNC:11034,solute carrier family 4 member 8,protein-coding gene,gene with protein product,12q13.13,Solute carriers,752
9705,HGNC:18695,"suppression of tumorigenicity 18, zinc finger",protein-coding gene,gene with protein product,8q11.23,Zinc fingers C2HC-type,66
204801,HGNC:22945,"NLR family, pyrin domain containing 11",protein-coding gene,gene with protein product,19q13.43,NLR family|Pyrin domain containing,666|994
284417,HGNC:34415,transmembrane protein 150B,protein-coding gene,gene with protein product,19q13.42,,
3839,HGNC:6396,karyopherin subunit alpha 3,protein-coding gene,gene with protein product,13q14.3,Armadillo repeat containing|Importins,409|596
51720,HGNC:30298,ubiquitin interaction motif containing 1,protein-coding gene,gene with protein product,5q35.2,,
54933,HGNC:16083,"rhomboid, veinlet-like 2 (Drosophila)",protein-coding gene,gene with protein product,1p35.1,Rhomboid family,926
54971,HGNC:13450,BTG3 associated nuclear protein,protein-coding gene,gene with protein product,16q24,BEN domain containing,422
5557,HGNC:9369,primase (DNA) subunit 1,protein-coding gene,gene with protein product,12q13.3,,
7916,HGNC:13918,proline rich coiled-coil 2A,protein-coding gene,gene with protein product,6p21.3,,
80736,HGNC:13941,solute carrier family 44 member 4,protein-coding gene,gene with protein product,6p21.3,Solute carriers,752
81550,HGNC:20612,tudor domain containing 3,protein-coding gene,gene with protein product,13q14.3,Tudor domain containing,780
84446,HGNC:18994,BR serine/threonine kinase 1,protein-coding gene,gene with protein product,19q13.4,,
84515,HGNC:16147,minichromosome maintenance 8 homologous recombination repair factor,protein-coding gene,gene with protein product,20p12.3,MCM family,1085
9070,HGNC:744,"ash2 (absent, small, or homeotic)-like (Drosophila)",protein-coding gene,gene with protein product,8p11.2,PHD finger proteins,88
2271,HGNC:3700,fumarate hydratase,protein-coding gene,gene with protein product,1q42.1,,
6391,HGNC:10682,succinate dehydrogenase complex subunit C,protein-coding gene,gene with protein product,1q23.3,Mitochondrial complex II: succinate dehydrogenase subunits,641
641,HGNC:1058,Bloom syndrome RecQ like helicase,protein-coding gene,gene with protein product,15q26.1,RecQ like helicases,1049
100131801,HGNC:40038,PET100 homolog,protein-coding gene,gene with protein product,19p13.2,,
116228,HGNC:26970,COX20 cytochrome c oxidase assembly factor,protein-coding gene,gene with protein product,1q44,Mitochondrial respiratory chain complex assembly factors,645
1340,HGNC:2280,cytochrome c oxidase subunit 6B1,protein-coding gene,gene with protein product,19q13.1,Mitochondrial complex IV: cytochrome c oxidase subunits,643
1352,HGNC:2260,COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor,protein-coding gene,gene with protein product,17p12,Mitochondrial respiratory chain complex assembly factors,645
22868,HGNC:29160,FAST kinase domains 2,protein-coding gene,gene with protein product,2q33.3,,
28958,HGNC:24990,cytochrome c oxidase assembly factor 3,protein-coding gene,gene with protein product,17q21.31,Mitochondrial respiratory chain complex assembly factors,645
84987,HGNC:28216,COX14 cytochrome c oxidase assembly factor,protein-coding gene,gene with protein product,12q13.12,Mitochondrial respiratory chain complex assembly factors,645
57560,HGNC:29262,intraflagellar transport 80,protein-coding gene,gene with protein product,3q25.33,WD repeat domain containing|Intraflagellar transport proteins,362|615
84839,HGNC:18286,retina and anterior neural fold homeobox 2,protein-coding gene,gene with protein product,19p13.3,PRD class homeoboxes and pseudogenes,521
4543,HGNC:7463,melatonin receptor 1A,protein-coding gene,gene with protein product,4q35,Melatonin receptors,209
7070,HGNC:11801,Thy-1 cell surface antigen,protein-coding gene,gene with protein product,11q23.3,CD molecules|Immunoglobulin-like domain containing,471|594
1382,HGNC:2339,cellular retinoic acid binding protein 2,protein-coding gene,gene with protein product,1q21.3,Fatty acid binding protein family,550
197322,HGNC:27288,acyl-CoA synthetase family member 3,protein-coding gene,gene with protein product,16q24.3,Acyl-CoA synthetase family,40
2820,HGNC:4456,glycerol-3-phosphate dehydrogenase 2,protein-coding gene,gene with protein product,2q24.1,EF-hand domain containing,863
4735,HGNC:7729,septin 2,protein-coding gene,gene with protein product,2q37.3,Septins,732
55752,HGNC:25589,septin 11,protein-coding gene,gene with protein product,4q21.1,Septins,732
8801,HGNC:11450,"succinate-CoA ligase, GDP-forming, beta subunit",protein-coding gene,gene with protein product,3p14.3,,
10850,HGNC:10626,C-C motif chemokine ligand 27,protein-coding gene,gene with protein product,9p13,Chemokine ligands|Endogenous ligands,483|542
11004,HGNC:6393,kinesin family member 2C,protein-coding gene,gene with protein product,1p34.1,Kinesins,622
2312,HGNC:3748,filaggrin,protein-coding gene,gene with protein product,1q21.3,EF-hand domain containing,863
30968,HGNC:14559,stomatin like 2,protein-coding gene,gene with protein product,9p13.1,,
3108,HGNC:4934,"major histocompatibility complex, class II, DM alpha",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591
3849,HGNC:6439,keratin 2,protein-coding gene,gene with protein product,12q13.13,"Keratins, type II",609
3851,HGNC:6441,keratin 4,protein-coding gene,gene with protein product,12q13.13,"Keratins, type II",609
51311,HGNC:15632,toll like receptor 8,protein-coding gene,gene with protein product,Xp22,CD molecules|Toll like receptors,471|948
5266,HGNC:8947,peptidase inhibitor 3,protein-coding gene,gene with protein product,20q13.12,WAP four-disulfide core domain containing,361
54578,HGNC:12538,UDP glucuronosyltransferase family 1 member A6,other,complex locus constituent,2q37,UDP glucuronosyltransferases,363
5718,HGNC:9557,"proteasome 26S subunit, non-ATPase 12",protein-coding gene,gene with protein product,17q24.3,Proteasome,690
7177,HGNC:12019,tryptase alpha/beta 1,protein-coding gene,gene with protein product,16p13.3,,
8544,HGNC:30048,pirin,protein-coding gene,gene with protein product,Xp22.31,,
8744,HGNC:11939,tumor necrosis factor superfamily member 9,protein-coding gene,gene with protein product,19p13.3,Tumor necrosis factor superfamily,781
100874011,HGNC:40679,XIRP2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",2q24.3,,
101927774,HGNC:50281,long intergenic non-protein coding RNA 824,non-coding RNA,"RNA, long non-coding",8q24.21,,
129446,HGNC:14303,xin actin binding repeat containing 2,protein-coding gene,gene with protein product,2q31.1,LIM domain containing,1218
151887,HGNC:30649,coiled-coil domain containing 80,protein-coding gene,gene with protein product,3q13.2,,
284382,HGNC:28494,actin like 9,protein-coding gene,gene with protein product,19p13.2,,
339400,HGNC:27913,FLG antisense RNA 1,non-coding RNA,"RNA, long non-coding",1q21.3,,
386653,HGNC:19372,interleukin 31,protein-coding gene,gene with protein product,12q24.31,Interleukins,601
5017,HGNC:8525,ovo like zinc finger 1,protein-coding gene,gene with protein product,11q13,Zinc fingers C2H2-type,28
54778,HGNC:17384,ring finger protein 111,protein-coding gene,gene with protein product,15q21,Ring finger proteins,58
6367,HGNC:10621,C-C motif chemokine ligand 22,protein-coding gene,gene with protein product,16q13,Chemokine ligands|Endogenous ligands,483|542
63940,HGNC:13945,G-protein signaling modulator 3,protein-coding gene,gene with protein product,6p21.3,,
100507308,HGNC:50506,TCF21 antisense RNA inducing promoter demethylation,non-coding RNA,"RNA, long non-coding",6q23.2,Long non-coding RNAs,788
23316,HGNC:19347,cut like homeobox 2,protein-coding gene,gene with protein product,12q24.12,CUT class homeoboxes and pseudogenes,527
388165,HGNC:37439,ubiquitin conjugating enzyme E2 Q2 pseudogene 1,pseudogene,pseudogene,15q25.2,,
55973,HGNC:24131,B-cell receptor-associated protein 29,protein-coding gene,gene with protein product,7q22.3,,
65264,HGNC:25847,ubiquitin conjugating enzyme E2 Z,protein-coding gene,gene with protein product,17q21.32,Ubiquitin conjugating enzymes E2,102
80350,HGNC:21210,"lipoprotein, Lp(a)-like 2, pseudogene",pseudogene,pseudogene,6q26-q27,,
84624,HGNC:21184,fibronectin type III domain containing 1,protein-coding gene,gene with protein product,6q25,Fibronectin type III domain containing,555
84722,HGNC:24472,proline and serine rich coiled-coil 1,protein-coding gene,gene with protein product,1p13.3,,
8882,HGNC:13051,ZPR1 zinc finger,protein-coding gene,gene with protein product,11q23.3,Zinc fingers,26
91851,HGNC:29861,chordin-like 1,protein-coding gene,gene with protein product,Xq23,,
10376,HGNC:18809,tubulin alpha 1b,protein-coding gene,gene with protein product,12q13.12,Tubulins,778
10487,HGNC:20040,"CAP, adenylate cyclase-associated protein 1 (yeast)",protein-coding gene,gene with protein product,1p34.3,,
10576,HGNC:1615,chaperonin containing TCP1 subunit 2,protein-coding gene,gene with protein product,12q15,Chaperonins,587
10584,HGNC:2220,collectin subfamily member 10,protein-coding gene,gene with protein product,8q24.12,Collectins,491
11138,HGNC:17791,TBC1 domain family member 8,protein-coding gene,gene with protein product,2q12.1,GRAM domain containing,1146
11343,HGNC:17038,monoglyceride lipase,protein-coding gene,gene with protein product,3p13-q13.33,Lipases,464
220164,HGNC:28301,docking protein 6,protein-coding gene,gene with protein product,18q22.2,Pleckstrin homology domain containing,682
2244,HGNC:3662,fibrinogen beta chain,protein-coding gene,gene with protein product,4q28,Endogenous ligands|Fibrinogen C domain containing,542|554
25796,HGNC:8903,6-phosphogluconolactonase,protein-coding gene,gene with protein product,19p13.2,,
4860,HGNC:7892,purine nucleoside phosphorylase,protein-coding gene,gene with protein product,14q11.2,,
5019,HGNC:8527,3-oxoacid CoA-transferase 1,protein-coding gene,gene with protein product,5p13,,
5906,HGNC:9855,"RAP1A, member of RAS oncogene family",protein-coding gene,gene with protein product,1p13.3,RAS type GTPase family,389
92344,HGNC:25676,"golgin, RAB6 interacting",protein-coding gene,gene with protein product,1q24.2,,
9948,HGNC:12754,WD repeat domain 1,protein-coding gene,gene with protein product,4p16.1,WD repeat domain containing,362
10539,HGNC:15987,glutaredoxin 3,protein-coding gene,gene with protein product,10q26,,
10616,HGNC:15864,RANBP2-type and C3HC4-type zinc finger containing 1,protein-coding gene,gene with protein product,20p13,Ring finger proteins|Zinc fingers RANBP2-type ,58|89
23523,HGNC:24187,calcineurin binding protein 1,protein-coding gene,gene with protein product,22q11.23,,
3709,HGNC:6181,"inositol 1,4,5-trisphosphate receptor type 2",protein-coding gene,gene with protein product,12p11.23,"Inositol 1,4,5-triphosphate receptors",297
51548,HGNC:14934,sirtuin 6,protein-coding gene,gene with protein product,19p13.3,Sirtuins,938
5338,HGNC:9068,phospholipase D2,protein-coding gene,gene with protein product,17p13.3,Phospholipases,467
7220,HGNC:12333,transient receptor potential cation channel subfamily C member 1,protein-coding gene,gene with protein product,3q23,Transient receptor potential cation channels,249
112616,HGNC:19178,CKLF like MARVEL transmembrane domain containing 7,protein-coding gene,gene with protein product,3p22.2,CKLF-like MARVEL transmembrane domain containing,978
161725,HGNC:20718,OTU deubiquitinase 7A,protein-coding gene,gene with protein product,15q13.1,OTU domain containing,669
2660,HGNC:4223,myostatin,protein-coding gene,gene with protein product,2q32.1,,
487,HGNC:811,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,protein-coding gene,gene with protein product,16p12.1,ATPases Ca2+ transporting,1209
90226,HGNC:18414,urocortin 2,protein-coding gene,gene with protein product,3p21.3,Endogenous ligands,542
5892,HGNC:9823,RAD51 paralog D,protein-coding gene,gene with protein product,17q11,,
11075,HGNC:10577,stathmin 2,protein-coding gene,gene with protein product,8q21.13,Stathmins,1138
164684,HGNC:28389,WBP2 N-terminal like,protein-coding gene,gene with protein product,22q13.2,GRAM domain containing,1146
166752,HGNC:25172,FRAS1 related extracellular matrix 3,protein-coding gene,gene with protein product,4q31.21,,
